slot, dow, hour, int_demand, ext_demand
994, 3, 11, 24.2766, 811.3863
995, 3, 12, 4.5765, 809.7865
996, 3, 13, 10.9032, 768.9004
997, 3, 14, 12.0747, 868.3167
998, 3, 15, 25.4644, 785.6987
999, 3, 16, 26.4769, 750.1296
1000, 3, 17, 44.6109, 867.8755
1001, 3, 18, 45.7286, 787.1064
1002, 3, 19, 46.9194, 745.6825
1003, 3, 20, 41.1003, 873.5264
1004, 3, 21, 43.5051, 828.161
1005, 3, 22, 45.7698, 928.74
1006, 3, 23, 44.0829, 846.8015
1007, 4, 0, 41.9452, 742.9187
1008, 4, 1, 48.5723, 831.1475
1009, 4, 2, 56.6333, 804.3738
1010, 4, 3, 49.5737, 790.7023
1011, 4, 4, 45.0885, 775.343
1012, 4, 5, 44.6309, 702.2875
1013, 4, 6, 45.2734, 830.8119
1014, 4, 7, 49.5246, 744.7528
1015, 4, 8, 45.2035, 941.1755
1016, 4, 9, 34.2477, 867.138
1017, 4, 10, 14.5514, 882.0391
1018, 4, 11, 10.016, 890.8146
1019, 4, 12, 5.2845, 800.9078
1020, 4, 13, 7.3527, 1064.2266
1021, 4, 14, 20.1614, 880.7744
1022, 4, 15, 35.4917, 820.4858
1023, 4, 16, 40.8058, 758.8575
1024, 4, 17, 43.1411, 870.0256
1025, 4, 18, 46.2408, 731.8678
1026, 4, 19, 41.6089, 846.2765
1027, 4, 20, 34.7311, 891.7988
1028, 4, 21, 41.9768, 801.0073
1029, 4, 22, 38.9411, 809.3965
1030, 4, 23, 40.5598, 747.6672
1031, 5, 0, 40.3857, 721.4918
1032, 5, 1, 42.856, 820.7915
1033, 5, 2, 49.2824, 849.8011
1034, 5, 3, 41.1144, 769.4192
1035, 5, 4, 36.5094, 760.1199
1036, 5, 5, 39.6523, 670.7633
1037, 5, 6, 40.8584, 799.4485
1038, 5, 7, 45.6459, 787.4693
1039, 5, 8, 44.2293, 822.4028
1040, 5, 9, 34.5511, 820.2307
1041, 5, 10, 29.0321, 850.8628
1042, 5, 11, 26.5106, 934.5393
1043, 5, 12, 18.9791, 878.3025
1044, 5, 13, 10.3611, 962.963
1045, 5, 14, 23.7514, 795.3069
1046, 5, 15, 21.9652, 878.4465
1047, 5, 16, 24.9544, 916.4121
1048, 5, 17, 33.3371, 853.2042
1049, 5, 18, 45.9504, 926.0993
1050, 5, 19, 48.434, 800.6003
1051, 5, 20, 41.771, 896.1862
1052, 5, 21, 44.962, 786.345
1053, 5, 22, 37.7957, 737.7071
1054, 5, 23, 36.5144, 697.6455
1055, 6, 0, 38.9021, 648.7919
